NAME,ADDRESS,CITY,STATE,ZIP,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE
GEORGIA SOUTHERN UNIVERSITY,"BRANNEN HALL, ROOM 2015, 2670 SOUTHERN DRIVE",STATESBORO,GA,30460,23285,BULLOCH,13031,USA,32.41985357,-81.77993606
GWINNETT TECHNICAL COLLEGE,5150 SUGARLOAF PARKWAY,LAWRENCEVILLE,GA,30043,9370,GWINNETT,13135,USA,33.96276316,-84.06622389
COSMETOLOGY & SPA ACADEMY,700 E. TERRA COTTA,CRYSTAL LAKE,IL,60014,224,MCHENRY,17111,USA,42.24918008,-88.29408656
HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,825 B6 VILLAGE QUARTER ROAD,WEST DUNDEE,IL,60118,304,KANE,17089,USA,42.094047,-88.289103
NORTH PARK UNIVERSITY,3225 W FOSTER AVE,CHICAGO,IL,60625,3640,COOK,17031,USA,41.9751001,-87.70914159
NORTHWESTERN COLLEGE-CHICAGO CAMPUS,4829 NORTH LIPPS AVENUE,CHICAGO,IL,60630,215,COOK,17031,USA,41.96866409,-87.75961526
OLIVET NAZARENE UNIVERSITY,ONE UNIVERSITY AVENUE,BOURBONNAIS,IL,60914,5880,KANKAKEE,17091,USA,41.15620287,-87.87317775
PRINCIPIA COLLEGE,1 MAYBECK PLACE,ELSAH,IL,62028,795,JERSEY,17083,USA,38.948929,-90.35007
VATTEROTT COLLEGE-QUINCY,3609 NORTH MARX DRIVE,QUINCY,IL,62305,137,ADAMS,17001,USA,39.949578,-91.35732
EASTERN UNIVERSITY,1300 EAGLE RD,SAINT DAVIDS,PA,19087,4054,DELAWARE,42045,USA,40.0520487,-75.3730378
LEHIGH UNIVERSITY,27 MEMORIAL DRIVE WEST,BETHLEHEM,PA,18015,8915,NORTHAMPTON,42095,USA,40.6066257,-75.37709515
URSINUS COLLEGE,601 E. MAIN ST,COLLEGEVILLE,PA,19426,1946,MONTGOMERY,42091,USA,40.19423605,-75.45802908
ALVIN COMMUNITY COLLEGE,3110 MUSTANG RD,ALVIN,TX,77511,6480,BRAZORIA,48039,USA,29.39732309,-95.24088576
ARLINGTON BAPTIST UNIVERSITY,3001 W DIVISION,ARLINGTON,TX,76012,232,TARRANT,48439,USA,32.7394893,-97.15602415
NORTH CENTRAL TEXAS COLLEGE,1525 W CALIFORNIA STREET,GAINESVILLE,TX,76240,11116,COOKE,48097,USA,33.61826935,-97.16527293
GRAYSON COLLEGE,6101 GRAYSON DRIVE,DENISON,TX,75020,4836,GRAYSON,48181,USA,33.70598757,-96.63376669
HUSTON-TILLOTSON UNIVERSITY,900 CHICON ST,AUSTIN,TX,78702,1276,TRAVIS,48453,USA,30.2646721,-97.72169846
UNIVERSITY OF THE INCARNATE WORD,4301 BROADWAY,SAN ANTONIO,TX,78209,10162,BEXAR,48029,USA,29.4665289,-98.46517725
RICE UNIVERSITY,6100 S MAIN ST,HOUSTON,TX,77005,10317,HARRIS,48201,USA,29.71621847,-95.40497687
SAINT EDWARD'S UNIVERSITY,3001 S CONGRESS AVE,AUSTIN,TX,78704,5431,TRAVIS,48453,USA,30.22984422,-97.75763038
SOUTH PLAINS COLLEGE,1401 S. COLLEGE AVE,LEVELLAND,TX,79336,10082,HOCKLEY,48219,USA,33.57580875,-102.3661598
SOUTHWESTERN UNIVERSITY,1001 E. UNIVERSITY AVENUE,GEORGETOWN,TX,78626,1841,WILLIAMSON,48491,USA,30.63551355,-97.66613671
TEXAS STATE UNIVERSITY,601 UNIVERSITY DR,SAN MARCOS,TX,78666,42933,HAYS,48209,USA,29.88807668,-97.93915455
SOUTHWESTERN ADVENTIST UNIVERSITY,100 W HILLCREST,KEENE,TX,76059,985,JOHNSON,48251,USA,32.39695799,-97.32707814
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER,3500 CAMP BOWIE BLVD,FORT WORTH,TX,76107,3598,TARRANT,48439,USA,32.74928995,-97.36892545
TEXAS WESLEYAN UNIVERSITY,1201 WESLEYAN ST,FORT WORTH,TX,76105,2925,TARRANT,48439,USA,32.73296234,-97.27961311
TRINITY UNIVERSITY,ONE TRINITY PLACE,SAN ANTONIO,TX,78212,3454,BEXAR,48029,USA,29.46286037,-98.48257744
THOMAS NELSON COMMUNITY COLLEGE,99 THOMAS NELSON DRIVE,HAMPTON,VA,23666,9058,HAMPTON,51650,USA,37.0608108,-76.41380576
CLARK COLLEGE,1933 FORT VANCOUVER WAY,VANCOUVER,WA,98663,10986,CLARK,53011,USA,45.63428676,-122.652291
BATES TECHNICAL COLLEGE,1101 S YAKIMA AVE,TACOMA,WA,98405,3814,PIERCE,53053,USA,47.25174345,-122.4468299
OLYMPIC COLLEGE,1600 CHESTER AVE,BREMERTON,WA,98337,7080,KITSAP,53035,USA,47.5749633,-122.6360588
SAINT MARTIN'S UNIVERSITY,5000 ABBEY WAY SE,LACEY,WA,98503,1955,THURSTON,53067,USA,47.04019135,-122.8150129
WHITWORTH UNIVERSITY,300 W HAWTHORNE RD,SPOKANE,WA,99251,3238,SPOKANE,53063,USA,47.75369897,-117.4180775
MADISON AREA TECHNICAL COLLEGE,1701 WRIGHT STREET,MADISON,WI,53704,17399,DANE,55025,USA,43.12184331,-89.32778604
PALO ALTO COLLEGE,1400 W VILLARET BLVD,SAN ANTONIO,TX,78224,9931,BEXAR,48029,USA,29.32292534,-98.54671279
EMPIRE BEAUTY SCHOOL-INDIANAPOLIS,3810 E SOUTHPORT RD.,INDIANAPOLIS,IN,46237,256,MARION,18097,USA,39.66646716,-86.10061416
MARIAN UNIVERSITY,3200 COLD SPRING RD,INDIANAPOLIS,IN,46222,4076,MARION,18097,USA,39.81533988,-86.20459912
UNIVERSITY OF NOTRE DAME,400 MAIN BUILDING,NOTRE DAME,IN,46556,18861,ST. JOSEPH,18141,USA,41.699587,-86.237075
ROSE-HULMAN INSTITUTE OF TECHNOLOGY,5500 WABASH AVENUE,TERRE HAUTE,IN,47803,2837,VIGO,18167,USA,39.48350154,-87.32366994
RUDAE'S SCHOOL OF BEAUTY CULTURE-KOKOMO,208 W JEFFERSON ST,KOKOMO,IN,46901,16,HOWARD,18067,USA,40.49129553,-86.13271125
UNIVERSITY OF SAINT FRANCIS-FORT WAYNE,2701 SPRING ST,FORT WAYNE,IN,46808,2883,ALLEN,18003,USA,41.08777237,-85.17369447
SAINT JOSEPHS COLLEGE,1498 SOUTH COLLEGE AVENUE,RENSSELAER,IN,47978,-999,JASPER,18073,USA,40.919874,-87.156344
SAINT MARY-OF-THE-WOODS COLLEGE,1 ST MARY OF WOODS COLL,SAINT MARY OF THE WOODS,IN,47876,1218,VIGO,18167,USA,39.510601,-87.460351
SAINT MARY'S COLLEGE,133 LE MANS HALL,NOTRE DAME,IN,46556,2145,ST. JOSEPH,18141,USA,41.708157,-86.258632
BRIGHTWOOD COLLEGE-HAMMOND,7833 INDIANAPOLIS BLVD,HAMMOND,IN,46324,332,LAKE,18089,USA,41.57080021,-87.47417249
TAYLOR UNIVERSITY,236 W READE AVE,UPLAND,IN,46989,2690,GRANT,18053,USA,40.45838197,-85.49690642
CHOFFIN CAREER  AND TECHNICAL CENTER,200 E WOOD ST.,YOUNGSTOWN,OH,44503,251,MAHONING,39099,USA,41.10084658,-80.64439314
CINCINNATI CHRISTIAN UNIVERSITY,2700 GLENWAY AVE,CINCINNATI,OH,45204,874,HAMILTON,39061,USA,39.11239623,-84.55475163
UNIVERSITY OF CINCINNATI-BLUE ASH COLLEGE,9555 PLAINFIELD RD,BLUE ASH,OH,45236,5214,HAMILTON,39061,USA,39.23299466,-84.40043789
OHIO UNIVERSITY-MAIN CAMPUS,020 CHUBB HALL,ATHENS,OH,45701,33689,ATHENS,39009,USA,39.323839,-82.103503
OHIO WESLEYAN UNIVERSITY,61 S SANDUSKY STREET,DELAWARE,OH,43015,2099,DELAWARE,39041,USA,40.29660267,-83.06997023
OTTERBEIN UNIVERSITY,1 SOUTH GROVE STREET,WESTERVILLE,OH,43081,3596,FRANKLIN,39049,USA,40.125368,-82.936347
PARAMOUNT BEAUTY ACADEMY,1745 11TH ST,PORTSMOUTH,OH,45662,43,SCIOTO,39145,USA,38.73903866,-82.9793505
WILBERFORCE UNIVERSITY,1055 N BICKETT RD,WILBERFORCE,OH,45384,773,GREENE,39057,USA,39.707993,-83.879358
WRIGHT STATE UNIVERSITY-MAIN CAMPUS,3640 COLONEL GLENN HIGHWAY,DAYTON,OH,45435,18765,GREENE,39057,USA,39.78063402,-84.06488144
XAVIER UNIVERSITY,3800 VICTORY PARKWAY,CINCINNATI,OH,45207,8152,HAMILTON,39061,USA,39.14929137,-84.47764751
OKLAHOMA WESLEYAN UNIVERSITY,2201 SILVER LAKE RD,BARTLESVILLE,OK,74006,1495,WASHINGTON,40147,USA,36.71775161,-95.95412421
SOUTHERN NAZARENE UNIVERSITY,6729 NW 39TH EXPY,BETHANY,OK,73008,2902,OKLAHOMA,40109,USA,35.51329535,-97.62950432
PONTOTOC TECHNOLOGY CENTER,601 W 33RD,ADA,OK,74820,143,PONTOTOC,40123,USA,34.751856,-96.681819
LANGSTON UNIVERSITY,102 PAGE HALL,LANGSTON,OK,73050,2590,LOGAN,40083,USA,35.943953,-97.260263
UNIVERSITY OF SCIENCE AND ARTS OF OKLAHOMA,17TH STREET AND GRAND AVENUE,CHICKASHA,OK,73018,1065,GRADY,40051,USA,35.031392,-97.95641
INDIAN CAPITAL TECHNOLOGY CENTER-TAHLEQUAH,240 VO-TECH ROAD,TAHLEQUAH,OK,74464,354,CHEROKEE,40021,USA,35.92019222,-94.99146882
THE ART INSTITUTE OF PORTLAND,1122 NW DAVIS ST.,PORTLAND,OR,97209,589,MULTNOMAH,41051,USA,45.52411631,-122.6826435
BEAU MONDE COLLEGE OF HAIR DESIGN,2201 LLOYD CENTER SUITE C304,PORTLAND,OR,97232,-999,MULTNOMAH,41051,USA,45.532607,-122.653609
NORTHWEST CHRISTIAN UNIVERSITY,828 E. 11TH AVE.,EUGENE,OR,97401,981,LANE,41039,USA,44.04748326,-123.0797539
EMPIRE BEAUTY  SCHOOL-LEHIGH VALLEY,1634 MACARTHUR RD,WHITEHALL,PA,18052,112,LEHIGH,42077,USA,40.63006009,-75.48547078
EMPIRE BEAUTY SCHOOL-GWINNETT,"1455 PLEASANT HILL ROAD, SUITE 105",LAWRENCEVILLE,GA,30044,141,GWINNETT,13135,USA,33.93984834,-84.12385959
HOLY FAMILY UNIVERSITY,9801 FRANKFORD AVENUE,PHILADELPHIA,PA,19114,3670,PHILADELPHIA,42101,USA,40.06058056,-74.98645079
HUSSIAN COLLEGE SCHOOL OF ART,1500 SPRING GARDEN STREET   STE. 101,PHILADELPHIA,PA,19130,80,PHILADELPHIA,42101,USA,39.962164,-75.16412
BRIGHTWOOD CAREER INSTITUTE-PITTSBURGH,933 PENN AVENUE,PITTSBURGH,PA,15222,300,ALLEGHENY,42003,USA,40.43749309,-80.00236657
MANOR COLLEGE,700 FOX CHASE RD,JENKINTOWN,PA,19046,815,MONTGOMERY,42091,USA,40.08640909,-75.10374871
MANSFIELD UNIVERSITY OF PENNSYLVANIA,ACADEMY STREET,MANSFIELD,PA,16933,2316,TIOGA,42117,USA,41.807946,-77.071527
MESSIAH COLLEGE,ONE COLLEGE AVE,MECHANICSBURG,PA,17055,4269,CUMBERLAND,42041,USA,40.15867,-76.988492
BENEDICT COLLEGE,1600 HARDEN STREET,COLUMBIA,SC,29204,2572,RICHLAND,45079,USA,34.01294111,-81.02040311
JOHN A GUPTON COLLEGE,1616 CHURCH ST,NASHVILLE,TN,37203,129,DAVIDSON,47037,USA,36.156603,-86.79480031
OGLE SCHOOL HAIR SKIN NAILS-FT WORTH,"6125 SOUTHWEST LOOP 820, SUITE 128",FORT WORTH,TX,76132,271,TARRANT,48439,USA,32.681766,-97.417757
PRAIRIE VIEW A & M UNIVERSITY,FM 1098 ROAD & UNIVERSITY DRIVE,PRAIRIE VIEW,TX,77446,10474,WALLER,48473,USA,30.094591,-95.992066
AVIATION INSTITUTE OF MAINTENANCE-HOUSTON,7651 AIRPORT BLVD.,HOUSTON,TX,77061,335,HARRIS,48201,USA,29.65851962,-95.28262031
RICHLAND COLLEGE,12800 ABRAMS RD.,DALLAS,TX,75243,20377,DALLAS,48113,USA,32.92214112,-96.73050539
BRIGHTWOOD COLLEGE-MCALLEN,1500 SOUTH JACKSON ROAD,MCALLEN,TX,78503,445,HIDALGO,48215,USA,26.186109,-98.20706683
SEGUIN BEAUTY SCHOOL-SEGUIN,102 E COURT ST,SEGUIN,TX,78155,32,GUADALUPE,48187,USA,29.56909191,-97.96444673
ST. MARY'S UNIVERSITY,ONE CAMINO SANTA MARIA,SAN ANTONIO,TX,78228,4478,BEXAR,48029,USA,29.45313483,-98.5612897
SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-WESLACO,2419 E HAGGAR AVE,WESLACO,TX,78599,477,HIDALGO,48215,USA,26.17325043,-97.96715308
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,7000 FANNIN,HOUSTON,TX,77030,13536,HARRIS,48201,USA,29.70287301,-95.40318307
UNIVERSITY OF HOUSTON-SYSTEM ADMINISTRATION,212 EZEKIEL CULLEN BUILDING,HOUSTON,TX,77204,58,HARRIS,48201,USA,29.720086,-95.345247
WAYLAND BAPTIST UNIVERSITY,1900 W 7TH ST.,PLAINVIEW,TX,79072,5699,HALE,48189,USA,34.18673011,-101.7257283
AMERITECH COLLEGE-PROVO,2035 NORTH 550 WEST,PROVO,UT,84604,6,UTAH,49049,USA,40.25679544,-111.6623955
BRIGHAM YOUNG UNIVERSITY-PROVO,MAIN CAMPUS,PROVO,UT,84602,39630,UTAH,49049,USA,40.250851,-111.649281
UTAH STATE UNIVERSITY,OLD MAIN HILL,LOGAN,UT,84322,31203,CACHE,49005,USA,41.740748,-111.81391
UTAH VALLEY UNIVERSITY,800 W UNIVERSITY PARKWAY,OREM,UT,84058,41223,UTAH,49049,USA,40.2785117,-111.7170578
SAINT MICHAEL'S COLLEGE,ONE WINOOSKI PARK,COLCHESTER,VT,5439,2567,CHITTENDEN,50007,USA,44.494212,-73.163136
SIT GRADUATE INSTITUTE,1 KIPLING RD,BRATTLEBORO,VT,5302,385,WINDHAM,50025,USA,42.891035,-72.56738
VERMONT TECHNICAL COLLEGE,124 ADMIN DRIVE,RANDOLPH,VT,5061,1983,ORANGE,50017,USA,43.939321,-72.605179
PAUL MITCHELL THE SCHOOL-ROANOKE,3535 D FRANKLIN RD SW,ROANOKE,VA,24014,95,ROANOKE,51770,USA,37.23764289,-79.96885389
CENTRAL SCHOOL OF PRACTICAL NURSING,1330 N MILLITARY HWY,NORFOLK,VA,23502,27,NORFOLK,51710,USA,36.86940871,-76.20952825
SUFFOLK BEAUTY ACADEMY,860 PORTSMOUTH BLVD,SUFFOLK,VA,23434,45,SUFFOLK,51800,USA,36.73951011,-76.56392766
BRYANT & STRATTON COLLEGE-VIRGINIA BEACH,301 CENTRE POINTE DR,VIRGINIA BEACH,VA,23462,626,VIRGINIA BEACH,51810,USA,36.82778959,-76.13814393
BRYANT & STRATTON COLLEGE-RICHMOND,8141 HULL ST RD,NORTH CHESTERFIELD,VA,23235,796,CHESTERFIELD,51041,USA,37.46041436,-77.54213886
JEFFERSON COLLEGE OF HEALTH SCIENCES,101 ELM AVENUE SE,ROANOKE,VA,24013,1420,ROANOKE,51770,USA,37.26528195,-79.94073006
CENTURA COLLEGE-VIRGINIA BEACH,2697 DEAN DR STE 100,VIRGINIA BEACH,VA,23452,208,VIRGINIA BEACH,51810,USA,36.83764131,-76.06450271
EMORY & HENRY COLLEGE,30461 GARNAND DRIVE,EMORY,VA,24327,1671,WASHINGTON,51191,USA,36.772543,-81.831737
HAMPTON UNIVERSITY,100 E. QUEEN STREET,HAMPTON,VA,23668,5731,HAMPTON,51650,USA,37.021502,-76.331933
EVEREST COLLEGE-NEWPORT NEWS,803 DILIGENCE DRIVE,NEWPORT NEWS,VA,23606,-999,NEWPORT NEWS,51700,USA,37.08434215,-76.46523988
AMERICAN NATIONAL UNIVERSITY,1813 EAST MAIN STREET,SALEM,VA,24153,1133,SALEM,51775,USA,37.29971448,-80.02359665
UNIVERSITY OF VIRGINIA-MAIN CAMPUS,1827 UNIVERSITY AVENUE,CHARLOTTESVILLE,VA,22903,33816,ALBEMARLE,51003,USA,38.033977,-78.511845
WILSON WORKFORCE AND REHABILITATION CENTER,64 JAMES ANDERSON ROAD,FISHERSVILLE,VA,22939,166,AUGUSTA,51015,USA,38.11793222,-78.99126212
APPALACHIAN BIBLE COLLEGE,161 COLLEGE DRIVE,MOUNT HOPE,WV,25880,359,RALEIGH,54081,USA,37.853339,-81.20115
SEATTLE CENTRAL COLLEGE,1701 BROADWAY AVENUE,SEATTLE,WA,98122,7797,KING,53033,USA,47.61667517,-122.3214722
SEATTLE UNIVERSITY,900 BROADWAY,SEATTLE,WA,98122,8815,KING,53033,USA,47.6101379,-122.3196999
SPOKANE FALLS COMMUNITY COLLEGE,3410 W FORT GEORGE WRIGHT DR,SPOKANE,WA,99224,6216,SPOKANE,53063,USA,47.67674124,-117.4635377
WALLA WALLA UNIVERSITY,204 S COLLEGE AVE,COLLEGE PLACE,WA,99324,2176,WALLA WALLA,53071,USA,46.04699975,-118.3897707
OPPORTUNITIES INDUSTRIALIZATION CENTER,120 JACKSON ST,FAIRMONT,WV,26554,64,MARION,54049,USA,39.48503331,-80.14497623
WEST VIRGINIA UNIVERSITY AT PARKERSBURG,300 CAMPUS DRIVE,PARKERSBURG,WV,26104,2784,WOOD,54107,USA,39.216379,-81.506192
ACADEMY OF CAREERS AND TECHNOLOGY,390 STANAFORD RD,BECKLEY,WV,25801,158,RALEIGH,54081,USA,37.799775,-81.168609
SALEM INTERNATIONAL UNIVERSITY,223 W MAIN ST,SALEM,WV,26426,1297,HARRISON,54033,USA,39.28863187,-80.57176697
FRED W EBERLE TECHNICAL CENTER,208 MORTON AVE,BUCKHANNON,WV,26201,217,UPSHUR,54097,USA,39.001908,-80.225278
WEST VIRGINIA STATE UNIVERSITY,RTE 25,INSTITUTE,WV,25112,4247,KANAWHA,54039,USA,38.379002,-81.76802
WEST VIRGINIA UNIVERSITY HOSPITAL DEPARTMENTS OF RAD TECH AND NUTRITION,MEDICAL CTR DR,MORGANTOWN,WV,26506,65,MONONGALIA,54061,USA,39.650535,-79.964727
WEST LIBERTY UNIVERSITY,208 UNIVERSITY DRIVE,WEST LIBERTY,WV,26074,2798,OHIO,54069,USA,40.164417,-80.602256
WEST VIRGINIA UNIVERSITY,PO BOX 6201,MORGANTOWN,WV,26506,34906,MONONGALIA,54061,USA,39.63468,-79.953926
VICI BEAUTY SCHOOL,4111 S. 108TH STREET,GREENFIELD,WI,53228,165,MILWAUKEE,55079,USA,42.96913751,-88.047841
UNIVERSITY OF WISCONSIN-MADISON,500 LINCOLN DR,MADISON,WI,53706,59810,DANE,55025,USA,43.07385753,-89.40535646
UNIVERSITY OF WISCONSIN-STEVENS POINT,2100 MAIN ST,STEVENS POINT,WI,54481,9399,PORTAGE,55097,USA,44.529582,-89.570934
CORTIVA INSTITUTE-CHICAGO,"17 N. STATE STREET, SUITE 500",CHICAGO,IL,60602,228,COOK,17031,USA,41.88243056,-87.62738287
MID-AMERICA CHRISTIAN UNIVERSITY,3500 SW 119TH ST,OKLAHOMA CITY,OK,73170,2692,CLEVELAND,40027,USA,35.34778494,-97.57829685
FRANCIS TUTTLE TECHNOLOGY CENTER,12777 N ROCKWELL AVE,OKLAHOMA CITY,OK,73142,2513,OKLAHOMA,40109,USA,35.60051998,-97.64067195
CARRINGTON COLLEGE-PORTLAND,"2004 LLOYD CENTER, 3RD FL.",PORTLAND,OR,97232,266,MULTNOMAH,41051,USA,45.5323564,-122.6535835
BRIGHTWOOD COLLEGE-NASHVILLE,750 ENVIOUS LANE,NASHVILLE,TN,37217,357,DAVIDSON,47037,USA,36.14296574,-86.70151888
UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES-SAN ANTONIO 410,"4522 FREDERICKSBURG RD, A-85",SAN ANTONIO,TX,78201,75,BEXAR,48029,USA,29.493372,-98.551158
AUSTIN GRADUATE SCHOOL OF THEOLOGY,7640 GUADALUPE ST,AUSTIN,TX,78752,47,TRAVIS,48453,USA,30.34378835,-97.71170635
CARRINGTON COLLEGE-SAN LEANDRO,"15555 EAST 14TH ST., STE. 500",SAN LEANDRO,CA,94578,321,ALAMEDA,6001,USA,37.70121584,-122.1258194
LANDMARK COLLEGE,19 RIVER RD SOUTH,PUTNEY,VT,5346,663,WINDHAM,50025,USA,42.977172,-72.512549
FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE PRACTICAL NURSING PROGRAM,175 GEORGES FAIRCHANCE RD,UNIONTOWN,PA,15401,97,FAYETTE,42051,USA,39.86097595,-79.74171752
OGLE SCHOOL HAIR SKIN NAILS-HURST,720-B ARCADIA STREET,HURST,TX,76053,148,TARRANT,48439,USA,32.82169619,-97.20154344
FIDM-FASHION INSTITUTE OF DESIGN & MERCHANDISING-SAN DIEGO,"350 TENTH AVENUE, THIRD FLOOR",SAN DIEGO,CA,92101,100,SAN DIEGO,6073,USA,32.708895,-117.1551345
ECPI UNIVERSITY,5555 GREENWICH RD,VIRGINIA BEACH,VA,23462,13599,VIRGINIA BEACH,51810,USA,36.84253314,-76.17877489
PAUL MITCHELL THE SCHOOL-HOUSTON,"10516 KATY FWY, SUITE A",HOUSTON,TX,77043,422,HARRIS,48201,USA,29.7858684,-95.55972338
SOUTH UNIVERSITY-COLUMBIA,9 SCIENCE COURT,COLUMBIA,SC,29203,1340,RICHLAND,45079,USA,34.09804162,-80.96183912
GREENE COUNTY CAREER AND TECHNOLOGY CENTER,60 ZIMMERMAN DRIVE,WAYNESBURG,PA,15370,29,GREENE,42059,USA,39.89562239,-80.15002002
KAPLAN UNIVERSITY-DAVENPORT CAMPUS,1801 EAST KIMBERLY ROAD,DAVENPORT,IA,52807,35652,SCOTT,19163,USA,41.55502423,-90.5506823
KAPLAN UNIVERSITY-CEDAR FALLS CAMPUS,7009 NORDIC DRIVE,CEDAR FALLS,IA,50613,271,BLACK HAWK,19013,USA,42.47459305,-92.44841943
PAUL MITCHELL THE SCHOOL-BOISE,1270 S VINNELL WAY,BOISE,ID,83709,261,ADA,16001,USA,43.59447895,-116.2860578
PENNSYLVANIA INSTITUTE OF HEALTH AND TECHNOLOGY,MOUNT BRADDOCK ROAD,MOUNT BRADDOCK,PA,15465,99,FAYETTE,42051,USA,39.945486,-79.645935
RAPHAEL'S SCHOOL OF BEAUTY CULTURE INC-ALLIANCE,2445 W. STATE ST.,ALLIANCE,OH,44601,176,STARK,39151,USA,40.90264199,-81.1520861
ALTIERUS CAREER COLLEGE EVERETT,"906 SE EVERETT MALL WAY, STE 600",EVERETT,WA,98208,248,SNOHOMISH,53061,USA,47.90932131,-122.2201764
